ORD_ID,ORD_DATE,CUSTOMER_KEY,PRODUCT_KEY,SUPPLIER_KEY,WAREHOUSE_CODE,SHIP_STATE,SHIP_METHOD,CARRIER,ORDER_STATUS,QTY_UNITS,UNIT_WEIGHT_LB,UNIT_PRICE_USD,DISCOUNT_PCT,FREIGHT_USD,LINE_TOTAL_USD
7005599,11/6/2024,14560,3599,507,WHIL1,NJ,2Day,USPS,Delivered,1,4.91,50.52,0,11.63,62.15
7005600,12/4/2024,10449,2354,417,WHWA1,ME,Ground,UPS,Cancelled,15,6.86,37.95,0,5.47,574.72
7005601,10/31/2023,15009,3036,519,WHCA1,MO,Ground,UPS,Delivered,133,5.28,31.77,0,8.7,4234.11
7005602,11/26/2023,14894,3881,605,WHGA1,OH,Ground,UPS,Delivered,33,7.12,127.28,0.05,9.6,3999.83
7005603,5/28/2023,10794,1680,543,WHGA1,ID,Ground,UPS,Delivered,154,8.18,16.1,0.05,5.74,2361.17
7005604,11/2/2024,10437,1487,592,WHCA1,WA,Ground,UPS,Delivered,142,5.79,129.48,0,4.77,18390.93
7005605,2/16/2023,16013,4621,582,WHGA1,MT,Ground,FedEx,Delivered,18,10.05,43.75,0.15,49.77,719.14
7005606,8/29/2024,15870,4651,601,WHFL1,WV,Ground,UPS,Delivered,150,4.93,73.24,0.1,44.55,9931.95
7005607,5/2/2025,11621,5719,617,WHFL1,CA,Ground,USPS,Delivered,87,9.57,5.47,0,46.28,522.17
7005608,5/27/2025,14309,2439,472,WHFL1,ME,2Day,FedEx,Delivered,87,7.43,17.34,0,18.13,1526.71
7005609,3/19/2024,10949,5315,688,WHCA1,NE,Ground,UPS,Delivered,136,9.3,37.29,0,20.61,5092.05
7005610,3/31/2024,13945,2485,376,WHIL1,PA,Ground,FedEx,Delivered,51,12.66,31.68,0.05,44.63,1579.53
7005611,4/1/2023,19320,1691,509,WHFL1,NH,Ground,UPS,Delivered,108,7.78,102.03,0.05,10.25,10478.53
7005612,11/11/2024,10192,2013,614,WHGA1,ID,Ground,UPS,Delivered,94,6.27,74.19,0,48,7021.86
7005613,3/6/2025,11404,5543,405,WHWA1,ME,Ground,UPS,Delivered,116,6.75,232.34,0.05,1.42,25605.29
7005614,10/3/2023,11991,3348,326,WHIL1,FL,Ground,FedEx,Delivered,93,18.48,85.94,0.25,18.8,6013.12
7005615,2/15/2024,11105,4709,651,WHWA1,LA,Ground,UPS,Delivered,10,21.51,38.06,0.05,19.66,381.23
7005616,3/27/2025,10549,5471,379,WHTX1,NH,Ground,FedEx,InTransit,36,7.34,141.27,0.05,42.36,4873.79
7005617,5/11/2025,15762,2923,428,WHTX1,AZ,Ground,UPS,Delivered,165,9.11,43.39,0,35.35,7194.7
7005618,10/1/2023,18763,1638,437,WHTX1,MN,Ground,UPS,Delivered,27,3.6,41.68,0,40.68,1166.04
7005619,7/16/2024,17904,4009,634,WHTX1,NJ,Overnight,UPS,Cancelled,61,8.97,60.09,0.2,4.52,2936.91
7005620,8/11/2023,11785,3234,336,WHGA1,VA,Ground,FedEx,Delivered,44,4.19,186.38,0.1,55.33,7435.98
7005621,5/1/2023,10805,3126,688,WHCA1,MS,Ground,FedEx,Delivered,10,7.46,125.22,0.05,39.31,1228.9
7005622,6/20/2025,18991,4458,359,WHGA1,OR,Overnight,FedEx,Cancelled,22,19.09,122.52,0,16.44,2711.88
7005623,3/5/2025,18803,5290,530,WHPA1,OR,Ground,UPS,Delivered,35,4.06,236.68,0.05,12.56,7882.17
7005624,12/28/2024,17518,4175,424,WHGA1,AR,Ground,UPS,Cancelled,60,5.82,120.5,0.05,17.44,6885.94
7005625,2/27/2023,16832,4689,388,WHIL1,NV,Ground,FedEx,Delivered,142,5.84,25.39,0,23.03,3628.41
7005626,4/2/2025,16918,2400,637,WHCA1,KS,Ground,UPS,Delivered,68,3.67,87.46,0.05,29.03,5678.95
7005627,3/6/2024,14239,3335,441,WHWA1,IL,Ground,UPS,Delivered,91,16.78,186.9,0.15,7.9,14464.62
7005628,12/10/2023,13261,2506,573,WHFL1,DE,2Day,UPS,Delivered,54,11.81,20.73,0,10.07,1129.49
7005629,7/11/2024,14368,1250,351,WHNJ1,WV,Ground,FedEx,Delivered,141,29.6,59.36,0,9.96,8379.72
7005630,4/18/2023,15652,1536,355,WHNJ1,MO,Ground,FedEx,InTransit,93,5.5,28.41,0.15,28.95,2274.76
7005631,12/26/2024,13372,4533,637,WHFL1,AK,Ground,UPS,Delivered,11,3.45,65.65,0,15.42,737.57
7005632,8/16/2024,12094,4550,450,WHCA1,NJ,Ground,FedEx,Pending,62,17.59,132.82,0.15,21.81,7021.42
7005633,8/6/2023,14002,1458,453,WHNJ1,SC,Ground,FedEx,Delivered,129,8.05,153.59,0,27.14,19840.25
7005634,8/7/2023,16557,3739,519,WHCA1,AZ,Ground,UPS,InTransit,107,7.56,52.74,0.1,20.76,5099.62
7005635,8/4/2023,17811,4370,519,WHIL1,MN,Ground,UPS,Delivered,152,24.27,95.33,0.15,21.35,12337.99
7005636,3/9/2023,14555,5136,666,WHIL1,NH,Ground,FedEx,Delivered,27,11.07,20.94,0.05,6.06,543.17
7005637,8/21/2024,19625,4697,696,WHGA1,SD,2Day,FedEx,Delivered,183,17.2,17.64,0.05,38.66,3105.37
7005638,3/29/2025,12518,4412,642,WHNJ1,NJ,Ground,UPS,Delivered,35,6.88,131.38,0,19.3,4617.6
7005639,1/21/2023,18698,5070,558,WHFL1,HI,Ground,FedEx,Delivered,6,6.47,7.21,0,24.6,67.86
7005640,2/27/2023,15806,4388,688,WHCA1,MA,Ground,FedEx,Delivered,65,8.03,37.09,0.15,16.5,2065.72
7005641,8/8/2024,11097,4186,345,WHWA1,NE,Ground,FedEx,Delivered,13,14.95,96.37,0.1,12.96,1140.49
7005642,3/4/2025,19237,4239,569,WHIL1,MS,Ground,UPS,Delivered,97,10.31,70.02,0,18.66,6810.6
7005643,12/1/2023,17062,1261,611,WHGA1,NM,2Day,UPS,Delivered,150,13.24,8.24,0.1,18.05,1130.45
7005644,12/14/2023,12205,2248,460,WHNJ1,NJ,Ground,FedEx,Delivered,158,2.1,86.69,0,6.56,13703.58
7005645,8/28/2024,13903,4334,578,WHNJ1,AL,Ground,FedEx,Delivered,83,3.23,32.83,0,19.13,2744.02
7005646,11/3/2023,11353,4323,645,WHNJ1,AL,2Day,UPS,Delivered,71,2.75,65.29,0,83.96,4719.55
7005647,2/1/2023,11597,3574,355,WHWA1,DE,Ground,FedEx,Pending,195,7.96,38.77,0,32.99,7593.14
7005648,12/15/2024,18768,1126,445,WHIL1,WV,2Day,FedEx,Delivered,78,4.32,36.96,0,7.68,2890.56
7005649,9/30/2024,16981,2230,535,WHWA1,TN,Ground,FedEx,Pending,160,27.56,17.02,0.05,6.6,2593.64
7005650,8/15/2024,10680,4212,479,WHIL1,ND,Ground,UPS,Pending,156,9.87,46.67,0.05,26.51,6943
7005651,12/18/2024,13713,4134,508,WHNJ1,KS,Overnight,FedEx,Delivered,35,11.39,142.55,0,11.35,5000.6
7005652,11/13/2024,19322,2307,436,WHIL1,NE,2Day,FedEx,Cancelled,2,5.2,44.63,0,19.84,109.1
7005653,8/22/2023,18510,3102,653,WHNJ1,AR,Ground,UPS,Delivered,56,5.1,46.08,0,38.9,2619.38
7005654,12/15/2023,15302,1136,694,WHTX1,ME,Ground,UPS,Pending,138,25.36,36.64,0,20.02,5076.34
7005655,5/29/2023,15735,3378,575,WHIL1,NH,Ground,UPS,Delivered,131,29.14,24.39,0.15,18.64,2734.47
7005656,6/2/2023,17982,2460,684,WHCA1,SD,Ground,FedEx,Delivered,82,12.83,29.84,0.15,21.02,2100.87
7005657,11/13/2024,15893,5232,698,WHIL1,AZ,2Day,UPS,Delivered,19,2.96,70.07,0.1,39.03,1237.23
7005658,4/19/2025,13697,1813,623,WHNJ1,HI,Ground,DHL,InTransit,13,7.75,335.57,0,15.5,4377.91
7005659,8/14/2025,17130,1852,483,WHCA1,DE,Ground,USPS,Delivered,172,12.07,118.77,0.1,14.19,18399.79
7005660,10/3/2024,12997,2745,361,WHGA1,RI,2Day,USPS,Delivered,53,8.72,92.61,0,5.86,4914.19
7005661,8/4/2023,17238,2939,363,WHCA1,NC,2Day,FedEx,Delivered,90,2.8,241.87,0,42.08,21810.38
7005662,5/5/2023,17328,1871,661,WHCA1,DE,Ground,USPS,InTransit,152,30.33,83.25,0.05,10.04,12031.34
7005663,2/25/2025,17408,1635,515,WHIL1,MO,2Day,UPS,Delivered,141,6.06,127.3,0,5.35,17954.65
7005664,8/13/2024,12543,1669,660,WHPA1,MS,Ground,FedEx,Delivered,76,4.47,69.69,0.05,13.71,5045.33
7005665,9/21/2024,10679,2294,439,WHCA1,MT,2Day,UPS,Delivered,63,9.82,82.33,0,5.85,5192.64
7005666,1/19/2025,15367,4089,434,WHCA1,MT,Ground,UPS,Delivered,108,20.35,22.38,0,11.49,2428.53
7005667,11/28/2024,15644,1269,334,WHFL1,KY,2Day,UPS,Delivered,43,13.6,48.3,0,22.71,2099.61
7005668,3/22/2025,17411,1861,493,WHNJ1,NE,Ground,FedEx,InTransit,86,4.54,40.49,0.05,44.56,3352.59
7005669,3/8/2023,19836,1482,655,WHIL1,NH,Ground,UPS,Pending,3,4.11,39.01,0,37.2,154.23
7005670,12/22/2024,15542,4291,620,WHNJ1,TX,Ground,FedEx,Delivered,128,2.68,37.44,0,5.58,4797.9
7005671,4/10/2025,10835,4391,387,WHIL1,RI,2Day,USPS,Pending,199,8.39,163.38,0.15,8.1,27643.83
7005672,11/10/2023,19861,2262,510,WHWA1,FL,2Day,UPS,Cancelled,172,7.53,46.36,0.2,29.49,6408.63
7005673,10/17/2024,16027,3333,381,WHGA1,IN,Ground,FedEx,InTransit,45,13.61,54.23,0.1,9.63,2205.95
7005674,11/25/2023,18473,1103,622,WHPA1,CA,Ground,FedEx,Pending,70,6.63,292.85,0.05,18,19492.52
7005675,8/11/2025,17971,4795,639,WHCA1,WY,Ground,UPS,Delivered,28,17.94,103.25,0.15,36.67,2494.02
7005676,2/9/2023,16819,5888,490,WHFL1,NJ,Ground,USPS,Delivered,37,14.81,60.34,0.05,26.55,2147.5
7005677,8/14/2024,15029,5335,648,WHIL1,NV,Ground,USPS,Delivered,59,6.46,125.87,0,46.14,7472.47
7005678,7/16/2023,14704,3693,533,WHCA1,VT,Ground,UPS,Delivered,110,12.65,37.56,0,5.61,4137.21
7005679,12/3/2024,19439,4672,692,WHCA1,OR,Ground,UPS,Pending,2,22.2,44.57,0.05,18.02,102.7
7005680,7/27/2023,11773,1882,469,WHTX1,DE,Ground,DHL,Delivered,50,5.62,46.58,0.05,2.06,2214.61
7005681,9/22/2023,12165,3236,551,WHWA1,IA,Overnight,DHL,InTransit,74,8.8,71.45,0.15,14.81,4509.02
7005682,5/11/2024,17112,5984,468,WHWA1,NV,Ground,UPS,Delivered,26,8.7,83.18,0.1,9.31,1955.72
7005683,6/25/2025,18384,4035,531,WHNJ1,OK,Ground,UPS,Delivered,9,8.07,30.87,0.05,8.83,272.77
7005684,8/27/2023,12836,5890,450,WHWA1,NC,Ground,FedEx,Delivered,72,16.18,79.78,0,8.71,5752.87
7005685,6/19/2023,12666,3578,452,WHWA1,CO,Ground,UPS,InTransit,88,16.97,91.6,0.05,27.78,7685.54
7005686,12/27/2024,16114,1676,338,WHWA1,DC,Ground,USPS,Delivered,89,12.76,43.25,0,25.12,3874.37
7005687,5/18/2024,12564,3440,686,WHPA1,ID,Ground,FedEx,Delivered,44,12.4,53.44,0,10.86,2362.22
7005688,6/21/2025,18499,2682,681,WHFL1,CT,Ground,FedEx,Delivered,29,7.14,27.07,0.1,26.13,732.66
7005689,6/22/2023,18132,2277,597,WHIL1,VT,Ground,UPS,InTransit,26,12.19,20.87,0,20.98,563.6
7005690,10/24/2024,18724,5768,575,WHWA1,NV,Ground,FedEx,Delivered,5,4.63,26.88,0.05,10.16,137.84
7005691,9/19/2023,12697,4248,405,WHGA1,CT,Ground,UPS,Pending,22,44.24,99.36,0.05,6.08,2082.7
7005692,7/4/2023,14688,5935,686,WHPA1,SD,Ground,UPS,Delivered,127,22.48,86.53,0,13.29,11002.6
7005693,11/17/2024,17322,4649,648,WHTX1,AL,Ground,FedEx,Delivered,1,17.75,231.28,0,15.88,247.16
7005694,8/26/2024,17014,2313,652,WHNJ1,MS,Ground,FedEx,Delivered,5,12.78,61.63,0,41.52,349.67
7005695,12/25/2024,17705,2074,362,WHGA1,VT,Ground,FedEx,InTransit,15,12.78,62.21,0,13.33,946.48
7005696,11/22/2023,15572,5100,316,WHGA1,ME,Ground,USPS,Delivered,53,3.63,75.97,0,39.85,4066.26
7005697,3/18/2024,17337,2655,650,WHCA1,NY,Ground,UPS,Delivered,41,4.7,28.43,0,8.31,1173.94
7005698,1/27/2024,10059,4748,450,WHNJ1,NJ,Overnight,UPS,Delivered,21,5.06,112.93,0.1,49.32,2183.7
7005699,9/2/2025,19766,5089,442,WHTX1,AL,Ground,FedEx,InTransit,13,10.36,78.4,0,51.84,1071.04
7005700,11/13/2023,11141,2894,416,WHIL1,NY,Ground,UPS,Delivered,165,8.45,30.91,0,17.22,5117.37
7005701,11/14/2023,12563,2286,612,WHIL1,MD,Ground,FedEx,Delivered,154,16.27,77.83,0.15,14.51,10202.46
7005702,12/16/2023,12853,1535,365,WHTX1,MA,Ground,FedEx,Delivered,116,5.6,102.03,0,8.14,11843.62
7005703,8/1/2024,16642,4448,610,WHCA1,ME,Ground,USPS,Delivered,30,18.51,23.63,0,14.15,723.05
7005704,10/12/2023,10942,2380,494,WHCA1,NJ,Ground,FedEx,Delivered,40,6.11,125.77,0.1,12.86,4540.58
7005705,6/25/2025,16542,1646,642,WHGA1,WY,2Day,UPS,Delivered,94,7.78,43.78,0,43.54,4158.86
7005706,10/28/2023,19967,1024,461,WHWA1,NV,Ground,UPS,Delivered,36,17.11,6.99,0,23.36,275
7005707,6/2/2025,17431,5653,606,WHNJ1,NY,Overnight,UPS,Delivered,70,13.54,118.48,0.05,32.78,7911.7
7005708,5/2/2023,11422,5452,661,WHGA1,NJ,Ground,UPS,Delivered,91,4.72,153.59,0,11.32,13988.01
7005709,11/3/2024,15766,5966,578,WHWA1,MN,Ground,UPS,Delivered,68,18.94,27.33,0.15,12.83,1592.5
7005710,6/15/2025,10436,5671,596,WHFL1,NE,Ground,UPS,InTransit,52,10.55,18.63,0,1.89,970.65
7005711,7/18/2023,10840,5125,339,WHFL1,OR,Ground,DHL,Delivered,43,2.77,151.99,0.05,14.93,6223.72
7005712,8/19/2025,14002,1365,661,WHIL1,MT,Overnight,UPS,Delivered,117,6.03,38.95,0.1,9.41,4110.84
7005713,3/23/2024,15249,3656,469,WHTX1,AZ,Ground,FedEx,InTransit,108,7.82,153.82,0,59.3,16671.86
7005714,7/31/2025,14960,1409,368,WHNJ1,NM,Ground,UPS,Delivered,100,4.96,17.12,0.05,36.57,1662.97
7005715,11/14/2024,11651,2315,307,WHTX1,AK,Ground,UPS,Delivered,47,22.38,160.45,0.25,9.73,5665.59
7005716,11/18/2023,15829,1219,385,WHNJ1,GA,Ground,UPS,Delivered,116,7.99,127.19,0.1,6.36,13285
7005717,8/7/2023,19438,5704,499,WHPA1,PA,Ground,UPS,Delivered,173,13.18,87.6,0.1,24.63,13663.95
7005718,11/19/2023,12262,2540,432,WHIL1,ME,Ground,FedEx,Delivered,98,11.32,14.75,0,26.05,1471.55
7005719,4/20/2023,19108,4434,376,WHIL1,NM,Ground,FedEx,InTransit,52,15.27,46.56,0,5.39,2426.51
7005720,6/19/2023,15895,5954,550,WHPA1,NH,Overnight,FedEx,Delivered,121,27.29,121.46,0,23.29,14719.95
7005721,5/4/2023,16279,2603,647,WHNJ1,MO,Ground,FedEx,Delivered,83,15,18.42,0.05,46.08,1498.5
7005722,2/17/2024,13890,3705,509,WHCA1,NY,Ground,USPS,Pending,143,28.45,41.63,0,26.51,5979.6
7005723,2/4/2025,16898,4649,384,WHNJ1,KY,Ground,USPS,Delivered,103,15.24,79.19,0.1,16.47,7357.38
7005724,6/16/2023,11327,2106,523,WHIL1,DC,2Day,FedEx,Delivered,115,10.82,26.66,0,14.58,3080.48
7005725,6/3/2023,15902,4412,553,WHFL1,VT,Ground,UPS,Delivered,94,12.13,149.11,0,15.28,14031.62
7005726,10/21/2024,13359,3489,331,WHTX1,WI,2Day,DHL,Cancelled,11,2.07,129.82,0,6.54,1434.56
7005727,8/15/2023,11586,1617,655,WHGA1,MN,Ground,USPS,Delivered,63,7.61,71.09,0,46.64,4525.31
7005728,4/25/2023,15646,5322,501,WHTX1,LA,Ground,FedEx,Delivered,7,9.17,81.3,0,27.95,597.05
7005729,7/16/2023,10389,3419,352,WHIL1,HI,Ground,FedEx,Delivered,57,13.01,41.1,0,5.44,2348.14
7005730,7/5/2025,12792,1028,668,WHTX1,MD,Overnight,UPS,Delivered,104,9.85,90.66,0,11.94,9440.58
7005731,3/7/2025,13333,4056,372,WHCA1,IL,Ground,FedEx,Delivered,53,12.22,39.49,0,10.93,2103.9
7005732,12/16/2023,10704,1016,321,WHCA1,MS,Ground,USPS,Delivered,1,4.52,52.28,0,61.02,113.3
7005733,11/2/2024,15835,4349,316,WHFL1,TX,Ground,FedEx,Delivered,46,3.87,42.51,0,12.93,1968.39
7005734,7/1/2024,12821,1333,316,WHNJ1,MD,Ground,FedEx,Cancelled,8,4.92,163.89,0.1,4.03,1184.04
7005735,11/14/2024,18054,5579,475,WHWA1,DC,Ground,UPS,InTransit,118,25.67,139.67,0,9.75,16490.81
7005736,11/17/2024,14960,5662,612,WHTX1,TN,2Day,UPS,InTransit,118,4.67,29.72,0,40.81,3547.77
7005737,10/4/2024,11060,3162,638,WHTX1,NV,2Day,FedEx,Delivered,124,6.23,153.04,0,17.77,18994.73
7005738,10/28/2023,19491,3086,378,WHIL1,OH,Overnight,UPS,Delivered,4,10.65,34.32,0,15.17,152.45
7005739,2/15/2023,11302,5550,540,WHNJ1,MA,Ground,FedEx,Delivered,4,3.85,219.5,0,14.7,892.7
7005740,3/26/2024,18866,4954,337,WHNJ1,CO,Ground,FedEx,Delivered,151,5.92,180.19,0.1,10.12,24497.94
7005741,5/27/2025,17697,3790,532,WHTX1,CT,Ground,UPS,Delivered,15,15.01,278.46,0,28.63,4205.53
7005742,8/6/2024,14300,5262,513,WHGA1,NH,Ground,UPS,Delivered,94,7.69,73.66,0,29.42,6953.46
7005743,3/19/2025,16072,3253,493,WHTX1,MN,2Day,USPS,Delivered,121,27.46,49.3,0,5.32,5970.62
7005744,9/11/2025,14113,5974,360,WHTX1,CA,Ground,UPS,Delivered,57,3.61,48.54,0,4.35,2771.13
7005745,7/12/2023,17882,1245,489,WHTX1,MI,2Day,UPS,Delivered,73,8.13,78.02,0,8.17,5703.63
7005746,11/22/2024,19209,2895,567,WHCA1,FL,2Day,FedEx,Delivered,27,7.69,29.5,0,22.05,818.55
7005747,11/12/2024,18402,2357,426,WHPA1,NY,Ground,USPS,InTransit,159,9.95,11.11,0,14.42,1780.91
7005748,8/29/2025,10499,1943,503,WHNJ1,GA,Ground,USPS,Delivered,37,4.79,45.36,0,0.74,1679.06
7005749,9/4/2025,18621,4468,622,WHPA1,VA,Ground,FedEx,Pending,26,7.06,61.74,0,16.98,1622.22
7005750,11/19/2024,17246,4193,682,WHCA1,TX,Ground,FedEx,InTransit,69,16.06,88.52,0.05,17.17,5819.66
7005751,10/2/2023,12106,2746,332,WHGA1,WI,Ground,USPS,InTransit,23,8.51,79.23,0.15,6.34,1555.29
7005752,2/7/2025,19746,5506,612,WHWA1,NV,Overnight,FedEx,Cancelled,98,5.26,66.22,0,64.96,6554.52
7005753,5/7/2023,15328,3358,561,WHIL1,HI,Ground,FedEx,Delivered,68,34.83,136.04,0,19.53,9270.25
7005754,1/17/2025,15631,4880,687,WHFL1,CT,Ground,UPS,Delivered,18,10.3,32.57,0,14.5,600.76
7005755,6/19/2025,13207,4778,646,WHGA1,NJ,2Day,UPS,InTransit,8,14.45,37.48,0,12.43,312.27
7005756,1/1/2024,17138,3116,394,WHNJ1,TX,2Day,FedEx,Delivered,16,15.82,262.64,0.05,26.75,4018.88
7005757,10/6/2024,12570,3268,628,WHIL1,VT,2Day,UPS,Delivered,16,9.58,6.46,0,8.89,112.25
7005758,2/26/2024,12629,3268,400,WHPA1,DC,Ground,UPS,Delivered,38,6.23,131.32,0.05,27.24,4767.89
7005759,3/5/2024,16765,2497,585,WHGA1,PA,Ground,DHL,Delivered,131,11.27,89.01,0,62.96,11723.27
7005760,11/23/2023,11068,3797,615,WHNJ1,ND,Ground,UPS,Pending,7,6.57,59.94,0,5.23,424.81
7005761,12/29/2024,11507,5482,325,WHFL1,VA,Ground,UPS,Delivered,15,12.5,112.36,0.1,21.6,1538.46
7005762,7/20/2025,13014,1930,653,WHWA1,NV,Ground,UPS,Delivered,37,9.06,99.22,0,17.8,3688.94
7005763,7/25/2025,19860,4325,657,WHWA1,NY,Ground,FedEx,Pending,74,18.55,21.6,0,4.39,1602.79
7005764,7/25/2023,16643,5501,417,WHFL1,KS,Overnight,USPS,Delivered,114,5.04,30.34,0.15,51.64,2991.59
7005765,5/8/2025,14067,5588,499,WHGA1,RI,Ground,FedEx,Pending,158,15.39,42.86,0.05,7.1,6440.39
7005766,12/16/2024,10948,1357,579,WHIL1,AL,Ground,USPS,Cancelled,52,14.45,13.59,0.05,18.51,689.86
7005767,10/13/2023,14390,5311,370,WHIL1,ND,Ground,USPS,InTransit,13,8.66,59.64,0,10.42,785.74
7005768,3/21/2023,18144,5065,635,WHGA1,SD,Ground,USPS,Delivered,26,15.5,93.75,0,9.96,2447.46
7005769,10/31/2023,11172,4842,379,WHCA1,MN,Ground,UPS,Delivered,35,12.86,135.69,0,39.32,4788.47
7005770,6/21/2025,16115,4931,654,WHGA1,WY,Ground,FedEx,Delivered,119,14.92,63.37,0.05,29.32,7193.3
7005771,10/9/2024,10172,5848,314,WHPA1,MD,2Day,UPS,Delivered,98,14.36,35.5,0,15.63,3494.63
7005772,12/7/2024,15683,1827,329,WHGA1,LA,Ground,UPS,Delivered,25,10.31,70.19,0,10.96,1765.71
7005773,10/18/2023,19336,1666,444,WHGA1,LA,Ground,FedEx,Delivered,132,6.99,56.78,0.05,4.33,7124.54
7005774,12/6/2024,15857,3029,643,WHCA1,TN,Ground,UPS,Delivered,138,6.94,103.95,0.1,48.02,12958.61
7005775,2/3/2023,16210,4692,310,WHTX1,SC,Ground,FedEx,Delivered,145,8.79,58.12,0.15,5.75,7169.04
7005776,12/27/2023,13578,3583,347,WHIL1,MA,2Day,UPS,Delivered,33,16.58,111.83,0,44,3734.39
7005777,10/1/2024,18381,1554,560,WHPA1,DE,Ground,UPS,Delivered,16,14.61,49.97,0,34.92,834.44
7005778,6/21/2023,14077,1328,312,WHNJ1,ND,Ground,UPS,InTransit,12,18.29,148.04,0.15,8.53,1518.54
7005779,3/8/2025,10158,2189,598,WHIL1,WY,Ground,USPS,Delivered,50,19.42,67.94,0.05,6.05,3233.2
7005780,9/22/2023,17778,1150,526,WHIL1,HI,2Day,FedEx,Delivered,55,8.78,39.48,0,19.29,2190.69
7005781,10/31/2024,12718,5753,560,WHTX1,TX,Ground,DHL,Delivered,140,32.46,47.52,0.05,20.15,6340.31
7005782,1/27/2024,18438,3854,384,WHIL1,DC,Ground,USPS,Delivered,32,9.4,99.81,0,9.36,3203.28
7005783,8/28/2024,12796,2937,648,WHIL1,TX,Ground,FedEx,Delivered,86,7.44,24.65,0,35.12,2155.02
7005784,5/7/2023,17201,5389,648,WHCA1,GA,Overnight,UPS,Delivered,119,12.21,54.8,0,60.15,6581.35
7005785,1/20/2023,17529,3737,306,WHCA1,DE,2Day,FedEx,InTransit,33,13.37,126.82,0,36.22,4221.28
7005786,6/18/2025,12378,1957,698,WHCA1,WA,Ground,FedEx,Delivered,32,6.41,86.16,0,36.85,2793.97
7005787,11/1/2023,19042,4249,547,WHCA1,DE,2Day,FedEx,Delivered,94,9.09,26.81,0,26.81,2546.95
7005788,3/5/2025,11811,1416,335,WHCA1,ME,Ground,UPS,InTransit,106,7.65,74.61,0,4.99,7913.65
7005789,9/20/2025,15191,4455,475,WHWA1,AL,Ground,FedEx,Delivered,174,10.89,23.45,0,12.61,4092.91
7005790,8/27/2023,15433,3646,365,WHPA1,AZ,Ground,UPS,Delivered,135,16.12,68.37,0.05,40.81,8809.26
7005791,10/27/2023,17896,4775,447,WHNJ1,UT,2Day,USPS,Pending,128,8.53,157.63,0,13.35,20189.99
7005792,11/6/2024,12127,1085,357,WHTX1,NY,Ground,FedEx,Delivered,99,14.1,63.16,0.15,13.06,5327.97
7005793,8/17/2025,16954,2936,493,WHGA1,WV,2Day,UPS,Delivered,14,4.35,27.17,0.05,9.14,370.5
7005794,6/26/2025,13031,2417,313,WHFL1,KS,Ground,UPS,InTransit,124,17.06,52.49,0,22.19,6530.95
7005795,5/21/2024,16324,2071,692,WHPA1,NJ,2Day,FedEx,Delivered,163,7.62,68.75,0,23.38,11229.63
7005796,2/4/2025,15748,4413,318,WHCA1,WI,Ground,FedEx,Delivered,49,7.54,128.87,0,14.15,6328.78
7005797,6/9/2023,15606,2522,546,WHTX1,NV,Ground,FedEx,Delivered,38,12.72,128.06,0,35.65,4901.93
7005798,8/27/2025,15892,2502,463,WHGA1,NV,Ground,FedEx,Delivered,69,13.12,27.99,0,2.89,1934.2
7005799,8/16/2025,13077,5092,643,WHIL1,KS,Ground,FedEx,Delivered,172,9.35,47.82,0,15.16,8240.2
7005800,7/12/2023,12345,3474,414,WHWA1,SD,Ground,UPS,Delivered,6,5.87,79.04,0,67.76,542
7005801,11/17/2023,10620,1736,582,WHWA1,DC,Ground,USPS,InTransit,102,7.5,39.29,0.05,20.21,3827.41
7005802,4/28/2023,12408,3839,533,WHPA1,NC,Overnight,FedEx,InTransit,126,10.59,85.05,0,14.72,10731.02
7005803,11/2/2023,16261,3563,466,WHIL1,MO,Ground,UPS,Delivered,120,13.42,23.35,0.1,41.43,2563.23
7005804,2/28/2025,13005,4907,622,WHTX1,LA,Ground,UPS,Delivered,76,6.1,72.05,0,20.37,5496.17
7005805,12/29/2023,13915,2273,326,WHNJ1,MT,Ground,UPS,Delivered,157,6.81,123.16,0.05,20.29,18389.6
7005806,4/14/2023,13597,5837,426,WHNJ1,CO,Ground,UPS,InTransit,16,11.71,62.31,0,25.63,1022.59
7005807,12/10/2023,19870,2863,613,WHWA1,PA,Ground,FedEx,Delivered,30,9.51,67.85,0,16.02,2051.52
7005808,8/30/2025,14040,5227,581,WHTX1,UT,2Day,UPS,Delivered,38,10.92,108.35,0,29.15,4146.45
7005809,10/5/2024,11305,2764,586,WHFL1,AZ,Ground,USPS,Delivered,1,2.08,43.97,0,32.86,76.83
7005810,2/9/2024,15631,5419,691,WHFL1,TX,2Day,FedEx,Delivered,46,8.38,92.74,0,61.59,4327.63
7005811,7/16/2023,17283,1823,583,WHNJ1,CO,Ground,UPS,Delivered,19,16.69,58.73,0,39.51,1155.38
7005812,9/4/2025,13308,1543,439,WHFL1,IN,Overnight,UPS,Delivered,105,6.91,31.78,0,19.36,3356.26
7005813,3/6/2025,11362,3766,401,WHNJ1,LA,Ground,FedEx,Delivered,53,13.39,112.84,0.05,20.66,5702.15
7005814,11/7/2023,16666,3079,692,WHIL1,KS,Ground,UPS,Delivered,101,4.84,159.97,0,4.99,16161.96
7005815,3/24/2023,14295,1885,311,WHFL1,MS,Ground,UPS,Pending,36,3.92,135,0.05,22.55,4639.55
7005816,3/8/2023,11788,5287,682,WHNJ1,IL,Overnight,UPS,Delivered,16,12.85,112.83,0,21.7,1826.98
